time_sec,x,y,theta,v,w
108.121,2.7676378920230933,1.3745964758724296,0.8064000006032987,0.10909090905099365,1.5399392619660804e-10
108.133,2.7684684136941327,1.3754626362230356,0.8064000006047153,0.09999999996625303,1.1804482449399392e-10
108.14,2.769298935365199,1.3763287965736717,0.8064000006058135,0.171428571376485,1.5688777162324386e-10
108.15,2.7701294570362864,1.3771949569243316,0.806400000606657,0.11999999996672273,8.435561277275738e-11
108.162,2.7709599787073964,1.3780611172750161,0.8064000006072299,0.09999999997504004,4.774848051669611e-11
108.176,2.7717905003785317,1.378927277625728,0.8064000006075096,0.08571428569555092,1.997639405084049e-11
108.181,2.7726210220496865,1.3797934379764607,0.8064000006075551,0.23999999995328383,9.094981712198802e-12
108.189,2.773451543720859,1.3806595983272119,0.8064000006074006,0.14999999997399982,-1.9326771086292105e-11
108.2,2.7742820653920575,1.381525758677989,0.8064000006069549,0.10909090907530712,-4.0513914823968704e-11
108.21,2.775112587063277,1.3823919190287874,0.806400000606266,0.11999999998587897,-6.88942826398975e-11
108.22,2.775943108734517,1.3832580793796059,0.8064000006053498,0.11999999998872114,-9.16316501842207e-11
108.23,2.7767736304057786,1.3841242397304447,0.806400000604197,0.11999999999167697,-1.1527844651082475e-10
108.239,2.7776041520770605,1.3849904000813027,0.8064000006028215,0.13333333332718036,-1.5284571448010495e-10
108.249,2.7784346737480448,1.385856560431851,0.806400000604886,0.11999999995151711,2.0645533893581813e-10
108.261,2.7792651954190966,1.3867227207824726,0.8064000006061479,0.09999999996791095,1.0516031043646586e-10
108.27,2.7800957170901697,1.3875888811331183,0.8064000006071529,0.13333333329411645,1.1166569212505017e-10
108.279,2.7809262387612543,1.3884550414837777,0.8064000006080146,0.13333333329610594,9.574950785943652e-11
108.29,2.7817567604323608,1.389321201834461,0.8064000006086195,0.10909090906337002,5.498308563495707e-11
108.3,2.78258728210349,1.3901873621851688,0.806400000608956,0.11999999997306075,3.365129355725749e-11
108.309,2.7834178037746393,1.3910535225358984,0.8064000006090539,0.13333333330671673,1.0863416647725426e-11
108.321,2.784248325445801,1.3919196828866405,0.8064000006090083,0.0999999999814823,-3.789575713416167e-12
108.33,2.785078847116991,1.392785843237412,0.8064000006086377,0.13333333331322214,-4.117992598152832e-11
108.34,2.785909368788199,1.393652003588201,0.8064000006080715,0.11999999998434417,-5.6616083349281254e-11
108.351,2.786739890459424,1.394518163939007,0.8064000006073052,0.1090909090788986,-6.965900394385504e-11
108.361,2.7875704121306755,1.395384324289839,0.806400000606248,0.11999999999048327,-1.0572879377557243e-10
108.37,2.788400933801948,1.396250484640691,0.8064000006049588,0.13333333332598035,-1.4324546564346996e-10
108.38,2.789231455473242,1.3971166449915629,0.8064000006034352,0.11999999999630973,-1.5234037989420024e-10
108.388,2.7900619771430875,1.3979828053409091,0.8064000005877373,0.1499999997324153,-1.962234845095945e-09
108.399,2.7908924988138852,1.398848965691231,0.8064000005833376,0.10909090902024653,-3.999709338983496e-10
108.41,2.7917230204854433,1.3997151260423282,0.8064000005673327,0.10909090911894737,-1.4549848857302696e-09
108.419,2.7925535421565457,1.4005812863929317,0.806400000561803,0.13333333329297956,-6.144141908211628e-10
108.429,2.793384063827677,1.4014474467435554,0.8064000005562346,0.11999999996712063,-5.568381693243918e-10
108.439,2.794214585498837,1.4023136070941995,0.806400000550639,0.11999999997058808,-5.595666291435819e-10
108.45,2.795045107170026,1.403179767444864,0.8064000005450501,0.10909090906734904,-5.080767719424128e-10
108.458,2.7958756288412436,1.4040459277955484,0.806400000539409,0.14999999997183266,-7.051426499996016e-10
108.47,2.7967061505124904,1.4049120881462538,0.8064000005337882,0.09999999998418237,-4.683897222625596e-10
108.48,2.797536672183765,1.4057782484969787,0.806400000528163,0.11999999998437262,-5.625225112104726e-10
108.49,2.798367193855069,1.4066444088477243,0.8064000005224877,0.11999999998789689,-5.675247598257993e-10
108.5,2.799197715526402,1.4075105691984904,0.8064000005168989,0.11999999999136433,-5.58884449136654e-10
108.513,2.800028237197301,1.4083767295487946,0.806400000511667,0.0923076922523172,-4.0245137617766196e-10
108.52,2.8008587588682925,1.4092428898991878,0.8064000005087817,0.17142857134400305,-4.1219594701776986e-10
108.526,2.8016892805393114,1.410109050249605,0.8064000005061919,0.1999999999074002,-4.316310040867558e-10
108.54,2.8025198022103455,1.4109752106000335,0.8064000005037476,0.08571428567593996,-1.7459050078676748e-10
108.55,2.8033503238814075,1.4118413709504876,0.8064000005016012,0.11999999995009603,-2.146408051295623e-10
108.558,2.8041808455525525,1.4127075313010253,0.8064000005003847,0.1499999999523638,-1.5205610208457454e-10
108.569,2.8050113672237558,1.413573691651622,0.8064000004998118,0.10909090906378344,-5.20892514727594e-11
108.579,2.8058418888950003,1.414439852002261,0.8064000004997072,0.11999999997607347,-1.0459168253706963e-11
108.59,2.8066724105662786,1.4153060123529355,0.8064000004999868,0.10909090907362767,2.5424501519251535e-11
108.6,2.807502932237583,1.416172172703638,0.8064000005005711,0.11999999998479893,5.843502765001674e-11
108.611,2.808333453908914,1.4170383330543697,0.8064000005014715,0.10909090908068142,8.185450423530744e-11
108.62,2.809163975580282,1.4179044934051415,0.8064000005028085,0.13333333332689615,1.4855082827416569e-10
108.629,2.809994497251666,1.4187706537559326,0.8064000005043365,0.13333333332967517,1.6977237517047508e-10
108.64,2.8108250189231305,1.419636814106811,0.8064000005067807,0.10909090909869044,2.2220609191043135e-10
108.65,2.811655540594356,1.420502974457442,0.8064000005064965,0.11999999997416921,-2.8421709430404007e-11
108.66,2.8124860622655365,1.4213691348080255,0.8064000005056825,0.11999999996766064,-8.13998174420405e-11
108.67,2.8133165839366985,1.422235295158588,0.8064000005046615,0.11999999996484688,-1.0209081843792767e-10
108.68,2.8141471056078453,1.4231014555091326,0.8064000005034837,0.11999999996248789,-1.177795708184881e-10
108.691,2.8149776272790024,1.4239676158596861,0.8064000005024196,0.10909090905804741,-9.673709119104792e-11
108.699,2.8158081489501767,1.424833776210256,0.8064000005015465,0.14999999995779945,-1.0913936854956008e-10
108.71,2.816638670621361,1.4256999365608345,0.8064000005007802,0.10909090906138048,-6.965900394385504e-11
108.72,2.817469192292581,1.4265660969114493,0.8064000005004233,0.11999999997263444,-3.569766010569353e-11
108.73,2.8182997139638273,1.4274322572620914,0.8064000005003664,0.11999999997644294,-5.6843418860808015e-12
108.74,2.8191302356350834,1.428298417612744,0.8064000005004187,0.11999999997786402,5.2295841268534815e-12
108.752,2.8199607573063665,1.429164577963425,0.8064000005007802,0.09999999998482187,3.0127014887434043e-11
108.76,2.8207912789776888,1.430030738314148,0.806400000501601,0.14999999998440927,1.0260238839099323e-10
108.769,2.821621800649031,1.430896898664893,0.8064000005026583,0.1333333333227592,1.1747643752841383e-10
108.78,2.822452322320393,1.4317630590156607,0.8064000005039565,0.10909090908499634,1.1802766781597964e-10
108.79,2.823282843991774,1.4326292193664512,0.8064000005054935,0.11999999999648026,1.537046531718822e-10
108.8,2.8241133656631736,1.4334953797172634,0.8064000005072557,0.119999999999294,1.7621459846850485e-10
108.81,2.824943887334575,1.4343615400680805,0.8064000005090565,0.11999999999977719,1.8007999605385017e-10
108.821,2.8257744090060304,1.4352277004189578,0.8064000005115053,0.10909090909807032,2.2261950805518344e-10
108.83,2.8266049306774854,1.4360938607698388,0.8064000005139723,0.1333333333423386,2.741116554417901e-10
108.841,2.827435452348934,1.4369600211207172,0.806400000516387,0.10909090909768276,2.1951900524614328e-10
108.854,2.8282659740204474,1.4378261814716686,0.8064000005195863,0.09230769232096656,2.4608827262287203e-10
108.859,2.829096495691953,1.4386923418226172,0.806400000522724,0.24000000003297828,6.275514830011986e-10
108.867,2.829927017363445,1.4395585021735566,0.8064000005257321,0.15000000001858638,3.7601920275381895e-10
108.875,2.8307575390350115,1.4404246625245802,0.8064000005296407,0.15000000003265512,4.885692544975839e-10
108.89,2.8315880607065638,1.4412908228755954,0.8064000005334219,0.08000000001635499,2.520816310321491e-10
108.9,2.83241858237813,1.4421569832266319,0.8064000005374031,0.1200000000270336,3.9813135427335666e-10
108.911,2.8332491040497083,1.4430231435776881,0.8064000005415664,0.10909090911755213,3.7847384632870953e-10
108.919,2.8340796257213,1.4438893039287657,0.8064000005459252,0.1500000000396895,5.448442261593578e-10
108.931,2.8349101473929044,1.444755464279864,0.8064000005504727,0.10000000002842549,3.789561257387201e-10
108.941,2.835740669064521,1.4456216246309832,0.8064000005552157,0.12000000003649802,4.743015008523699e-10
108.95,2.8365711907361506,1.4464877849821243,0.8064000005601474,0.13333333337663414,5.479705231237197e-10
108.96,2.837401712407804,1.4473539453332993,0.8064000005654043,0.12000000004309185,5.256879133386239e-10
108.968,2.838232234078038,1.4482201056830153,0.806400000585279,0.14999999979938397,2.4843416169748056e-09
108.978,2.839062755748622,1.4490862660331199,0.8064000005921161,0.1199999998918031,6.837126351189049e-10
108.99,2.8398932774193257,1.4499524263833596,0.8064000005975117,0.09999999992485203,4.49631434515374e-10
109.0,2.84072379909004,1.4508185867336196,0.8064000006027322,0.11999999991201094,5.220499380009791e-10
109.01,2.841554320760765,1.4516847470838998,0.8064000006077754,0.11999999991422781,5.043148190719826e-10
109.02,2.8423848424315015,1.452550907434201,0.8064000006126343,0.11999999991652997,4.858975201360582e-10
109.029,2.84321536410225,1.4534170677845226,0.8064000006173068,0.13333333324317842,5.191698729873413e-10
109.04,2.8440458857730113,1.4542832281348657,0.8064000006217861,0.10909090901934221,4.0720551930384374e-10
109.05,2.8448764074437864,1.4551493884852305,0.8064000006260652,0.11999999992377752,4.2791725024526883e-10
109.058,2.845706929114575,1.4560155488356166,0.8064000006301443,0.1499999999078483,5.098854281501697e-10
109.07,2.8465374507853776,1.4568817091860244,0.8064000006340187,0.09999999994069715,3.2287056419647947e-10
109.08,2.8473679724561953,1.4577478695364545,0.806400000637684,0.11999999993145137,3.665263405283614e-10
109.09,2.848198494127029,1.4586140298869072,0.8064000006411287,0.11999999993420828,3.444710662547923e-10
109.1,2.8490290157978775,1.4594801902373813,0.8064000006443688,0.11999999993676624,3.240074875066057e-10
109.11,2.849859537468741,1.4603463505878764,0.8064000006473997,0.1199999999393242,3.0308915099919176e-10
109.12,2.850690059139622,1.4612125109383944,0.8064000006502078,0.11999999994216637,2.8080645447792207e-10
109.129,2.8515205808105213,1.4620786712889369,0.8064000006527703,0.13333333327248437,2.8472238070318156e-10
109.141,2.8523511024814385,1.4629448316395022,0.8064000006550986,0.09999999995675542,1.9402556818148842e-10
109.153,2.853181624152374,1.46381099199009,0.8064000006572019,0.09999999995914757,1.7526720815415805e-10
109.159,2.854012145823329,1.4646771523407014,0.8064000006590595,0.19999999992341108,3.096070853395953e-10
109.17,2.854842667494303,1.465543312691336,0.8064000006606739,0.10909090905184629,1.4675941964218094e-10
109.18,2.8556731891652967,1.4664094730419936,0.8064000006620494,0.11999999996007205,1.3756105629592064e-10
109.195,2.8565037108363187,1.467275633392683,0.8064000006630839,0.07999999997622355,6.897000331962388e-11
109.199,2.857334232507361,1.4681417937433956,0.8064000006638684,0.2999999999185122,1.9610983843787455e-10
109.211,2.8581647541784307,1.4690079540941372,0.806400000664339,0.09999999997615323,3.9221953231545946e-11
109.22,2.858164754179266,1.469007954095017,0.8160000006527456,1.3481364944143181e-10,1.066666665378509
109.225,2.8581647541801387,1.4690079540959535,0.8256000006406133,2.560227420692063e-10,1.9199999975735411
109.236,2.8581647541807693,1.4690079540966439,0.8352000006312595,8.500675305712534e-11,0.8727272718769283
109.25,2.8581647541809443,1.469007954096839,0.8448000006273354,1.8717720515898373e-11,0.6857142854339924
109.261,2.858164754180914,1.4690079540968048,0.8544000006258897,-4.134072740070615e-12,0.8727272725958426
109.269,2.8581647541808746,1.469007954096759,0.8640000006245827,-7.56728393055267e-12,1.1999999998366209
109.281,2.858164754180819,1.4690079540966934,0.8736000006234711,-7.176478739971218e-12,0.7999999999073755
109.291,2.8581647541807453,1.4690079540966043,0.8832000006226006,-1.1567634870812693e-11,0.9599999999129524
109.3,2.8581647541806587,1.4690079540964978,0.8928000006219166,-1.5252977796704266e-11,1.0666666665906632
109.31,2.8581647541805597,1.4690079540963736,0.9024000006214099,-1.588773600527671e-11,0.9599999999493319
109.319,2.8581647541804185,1.469007954096193,0.9120000006214535,-2.5484798492193664e-11,1.0666666666715072
109.33,2.8581647541802195,1.4690079540959335,0.9216000006222497,-2.971360531360419e-11,0.872727272799652
109.339,2.8581647541800064,1.46900795409565,0.9312000006232687,-3.9411435631224e-11,1.0666666667798888
109.349,2.8581647541797754,1.4690079540953365,0.940800000624565,-3.8937744088057835e-11,0.9600000001296394
109.359,2.8581647541795316,1.4690079540949985,0.9504000006260842,-4.1666225591291406e-11,0.960000000151922
109.37,2.8581647541792736,1.4690079540946337,0.9600000006278399,-4.061720972185641e-11,0.8727272728868808
109.38,2.858164754179005,1.469007954094246,0.9696000006297957,-4.718004415968369e-11,0.9600000001955776
109.39,2.8581647541787194,1.4690079540938255,0.9792000006320379,-5.081801949732845e-11,0.9600000002242269
109.4,2.8581647541771025,1.4690079540913936,0.9888000006135415,-2.920330643974012e-10,0.9599999981503515
109.411,2.858164754176754,1.469007954090858,0.9984000006066092,-5.81094713067695e-11,0.8727272720970674
109.419,2.8581647541764186,1.4690079540903322,1.008000000599802,-7.794653323397321e-11,1.1999999991490995
109.43,2.8581647541763964,1.4690079540902965,1.0176000005979788,-3.824010631506533e-12,0.8727272725615298
109.44,2.8581647541756126,1.4690079540890135,1.0272000005841184,-1.503508472236459e-10,0.9599999986139665
109.451,2.8581647541753035,1.4690079540884966,1.036800000577509,-5.47505439817257e-11,0.8727272721264192
109.457,2.8581647541750685,1.469007954088095,1.0464000005719503,-7.754391023971167e-11,1.599999999073513
109.47,2.8581647541748723,1.469007954087752,1.056000000566962,-3.038936123311426e-11,0.7384615380778298
109.481,2.8581647541747075,1.4690079540874572,1.0656000005624173,-3.072128252547899e-11,0.8727272723141059
109.49,2.8581647541745485,1.4690079540871668,1.075200000557927,-3.679031664578626e-11,1.0666666661677484
109.5,2.8581647541743815,1.4690079540868548,1.0848000005532776,-3.538501956723561e-11,0.9599999995350572
109.511,2.8581647541742283,1.4690079540865613,1.0944000005488101,-3.0101168164734215e-11,0.8727272723211337
109.52,2.8581647541740884,1.469007954086287,1.104000000544529,-3.420078408364027e-11,1.066666666190991
109.531,2.858164754173963,1.4690079540860357,1.1136000005404638,-2.552785555543956e-11,0.8727272723577203
109.54,2.858164754173836,1.4690079540857741,1.1232000005363192,-3.2306008273622996e-11,1.066666666206149
109.549,2.858164754173725,1.46900795408554,1.1328000005324292,-2.8769087806468366e-11,1.0666666662344444
109.563,2.8581647541736275,1.469007954085329,1.1424000005287485,-1.66266972288379e-11,0.6857142854513704
109.571,2.8581647541735435,1.469007954085143,1.1520000005252995,-2.5472950571786557e-11,1.1999999995688881
109.58,2.8581647541734743,1.4690079540849854,1.161600000522103,-1.913727663992325e-11,1.066666666311499
109.59,2.858164754173415,1.4690079540848469,1.1712000005190792,-1.506350382970978e-11,0.9599999996976294
109.6,2.858164754173369,1.4690079540847358,1.1808000005163033,-1.2022381788018288e-11,0.9599999997224131
109.61,2.8581647541733357,1.469007954084654,1.1904000005137776,-8.839153367579122e-12,0.9599999997474241
109.62,2.858164754173313,1.4690079540845962,1.2000000005114633,-6.195933523189812e-12,0.9599999997685699
109.631,2.858164754173306,1.4690079540845775,1.2096000005094856,-1.8086463513735462e-12,0.872727272547474
109.64,2.8581647541733064,1.469007954084579,1.2192000005076806,1.8948239967805e-13,1.066666666466113
109.651,2.8581647541733175,1.4690079540846102,1.2288000005061257,2.9971980547690875e-12,0.8727272725859206
109.657,2.858164754173339,1.4690079540846706,1.2384000005048186,1.0658141036401503e-11,1.5999999997821608
109.67,2.858164754173366,1.46900795408475,1.2480000005036707,6.449543423364252e-12,0.7384615383732406
109.677,2.8581647541734077,1.4690079540848775,1.2576000005029253,1.9164357600853776e-11,1.3714285713220826
109.689,2.858164754173449,1.4690079540850074,1.2672000005021982,1.1368691000176087e-11,0.7999999999393973
109.7,2.85816475417345,1.46900795408501,1.2768000005003977,2.5837523408668195e-13,0.8727272725635968
109.71,2.858164754173401,1.4690079540848453,1.2864000004972034,-1.719513203699008e-11,0.9599999996805764
109.722,2.858164754173354,1.4690079540846814,1.2960000004940204,-1.4210854715202004e-11,0.799999999734761
109.73,2.8581647541733157,1.4690079540845433,1.3056000004910557,-1.7905666641233886e-11,1.1999999996294264
109.741,2.858164754173287,1.4690079540844354,1.3152000004883435,-1.0154302430464103e-11,0.8727272724807087
109.749,2.858164754173267,1.4690079540843575,1.3248000004858813,-1.0054172663691296e-11,1.1999999996922384
109.76,2.8581647541732553,1.4690079540843097,1.3344000004836694,-4.4699585731066244e-12,0.8727272725261834
109.771,2.858164754173251,1.4690079540842909,1.344000000481696,-1.7569791896629188e-12,0.8727272725478873
109.781,2.8581647541732518,1.469007954084295,1.3536000004799116,4.2632997826475005e-13,0.959999999821548
109.789,2.8581647541732607,1.4690079540843368,1.363200000478434,5.329070518200751e-12,1.1999999998153044
109.8,2.8581647541732753,1.4690079540844072,1.3728000004771905,6.5369998713336246e-12,0.8727272726142392
109.812,2.858164754173295,1.4690079540845067,1.3824000004761836,8.455457832743743e-12,0.7999999999160915
109.82,2.858164754173319,1.4690079540846357,1.3920000004754154,1.6413546953877867e-11,1.19999999990398
109.831,2.858164754173347,1.4690079540847938,1.4016000004748814,1.4598427422715414e-11,0.8727272726787305
109.842,2.858164754173378,1.4690079540849814,1.411200000474584,1.7285573225303807e-11,0.8727272727002278
109.85,2.8581647541734116,1.469007954085199,1.4208000004745274,2.7533531010703882e-11,1.19999999999294
109.86,2.858164754173448,1.4690079540854468,1.430400000474712,2.503952991131375e-11,0.9600000000184538
109.87,2.8581647541734867,1.4690079540857293,1.4400000004751738,2.8506981931269992e-11,0.9600000000461933
109.88,2.8581647541735267,1.4690079540860446,1.4496000004758973,3.177547201055342e-11,0.9600000000723412
109.89,2.8581647541735666,1.4690079540863876,1.4592000004768413,3.453238129474956e-11,0.9600000000943965
109.9,2.8581647541738473,1.4690079540890035,1.4688000004579491,2.6309976332988816e-10,0.9599999981107885
109.91,2.8581647541739224,1.4690079540897718,1.4784000004499096,7.719336237929642e-11,0.9599999991960432
109.92,2.8581647541739397,1.4690079540899703,1.4880000004414493,1.9923624382245375e-11,0.9599999991539789
109.93,2.858164754173981,1.4690079540904988,1.4976000004301697,5.300648158249044e-11,0.9599999988720357
109.939,2.858164754174025,1.4690079540911425,1.5072000004219528,7.168586952824606e-11,1.0666666657536756
109.951,2.858164754174066,1.4690079540918353,1.5168000004200068,5.7838174354063465e-11,0.7999999998378371
109.96,2.8581647541741084,1.4690079540927046,1.5264000004136498,9.669696804458999e-11,1.066666665960333
109.967,2.858164754174132,1.4690079540932948,1.5360000004071337,8.437186960990367e-11,1.3714285704976907
109.98,2.858164754174147,1.469007954093791,1.5456000004013657,3.8194407572586735e-11,0.7384615380178381
109.99,2.8581647541741577,1.4690079540943144,1.5552000003954043,5.235279440865548e-11,0.9599999994038627
110.0,2.8581647541741626,1.4690079540947483,1.5648000003901363,4.3399951601269526e-11,0.9599999994732117
110.01,2.858164754174163,1.469007954095187,1.5744000003848435,4.388312629943769e-11,0.9599999994707105
110.02,2.85816475417416,1.4690079540955732,1.5840000003799668,3.8625103549599915e-11,0.9599999995123197
110.03,2.8581647541741537,1.4690079540959258,1.5936000003753492,3.527135181147223e-11,0.9599999995382404
110.041,2.858164754174146,1.4690079540961964,1.603200000371382,2.4623532379752788e-11,0.8727272723666085
110.048,2.858164754174138,1.4690079540964154,1.6128000003678102,3.130447909822325e-11,1.3714285709183318
110.058,2.858164754174134,1.469007954096496,1.6224000003653276,8.071765911915607e-12,0.9599999997517444
110.071,2.85816475417413,1.4690079540965646,1.6320000003629405,5.290814861545436e-12,0.7384615382779186
110.08,2.8581647541741266,1.4690079540966197,1.641600000360667,6.126453029300619e-12,1.0666666664140698
110.09,2.858079860738141,1.4702049474560908,1.641600000365219,0.11999999992048059,4.5520210864569144e-10
110.099,2.857994967302166,1.4714019408153094,1.6416000003718059,0.13333333321690413,7.318906283495766e-10
110.105,2.8579100738661802,1.4725989341745749,1.6416000003779996,0.19999999983326688,1.0322764055585114e-09
110.121,2.857825180430184,1.4737959275338814,1.6416000003838545,0.07499999994008633,3.659295089164516e-10
110.13,2.857740286994176,1.4749929208932642,1.6416000003890636,0.13333333323534668,5.787923188566642e-10
110.141,2.8576553935581246,1.4761899142532147,1.6416000003897024,0.10909090906251737,5.808358844399726e-11
110.148,2.8575705001220593,1.4773869076133574,1.6416000003887998,0.1714285714114843,-1.2895339558076964e-10
110.159,2.857485606685993,1.4785839009735346,1.641600000387613,0.10909090908316185,-1.0789916939722069e-10
110.167,2.857400713249925,1.4797808943337571,1.6416000003860782,0.14999999999499636,-1.9184653865522705e-10
110.18,2.857315819813856,1.4809778876940225,1.6416000003841955,0.09230769230791443,-1.4481958634430334e-10
110.191,2.857230926377781,1.4821748810544129,1.6416000003813533,0.1090909091025403,-2.5837917664003646e-10
110.2,2.857146032941707,1.4833718744148428,1.6416000003781952,0.1333333333519388,-3.509133570142906e-10
110.21,2.857061139505633,1.4845688677753215,1.6416000003746574,0.12000000002160503,-3.5379347021469165e-10
110.221,2.8569762460695602,1.4857658611358497,1.641600000370733,0.10909090911504585,-3.567700112611599e-10
110.231,2.8568913526334865,1.4869628544964666,1.6416000003661242,0.12000000003538958,-4.6088645053177224e-10
110.24,2.85680645919742,1.4881598478570617,1.6416000003617381,0.1333333333701919,-4.87337504456114e-10
110.25,2.8567215657613496,1.4893568412177882,1.6416000003562516,0.12000000004630351,-5.486527031306476e-10
110.262,2.85663667232529,1.4905538345784513,1.6416000003513107,0.10000000003323352,-4.11735821941502e-10
110.27,2.856551778889239,1.4917508279390774,1.641600000346654,0.15000000004519623,-5.82076596124248e-10
110.28,2.856466885453191,1.492947821299739,1.6416000003416904,0.12000000003965283,-4.963566883897652e-10
110.29,2.856381992017144,1.4941448146604774,1.641600000336122,0.1200000000473267,-5.56838082588218e-10
110.3,2.8562970985811496,1.4953418080205212,1.6416000003358673,0.1199999999776651,-2.5465827363513327e-11
110.313,2.8562122051451557,1.4965388013805656,1.6416000003358673,0.09230769229055534,0.0
110.32,2.856127311709162,1.4977357947406056,1.6416000003358673,0.17142857139609596,0.0
110.33,2.856042418273168,1.4989327881006456,1.6416000003358673,0.11999999997726718,0.0
110.339,2.8559575248371742,1.5001297814606855,1.6416000003358673,0.13333333330807465,0.0
110.35,2.8558726314011804,1.5013267748207266,1.6416000003358673,0.10909090907034624,0.0
110.36,2.8557877379651866,1.5025237681807666,1.6416000003358673,0.11999999997726718,0.0
110.37,2.8557028445291928,1.5037207615408066,1.6416000003358673,0.11999999997726718,0.0
110.38,2.855617951093199,1.504917754900846,1.6416000003358673,0.11999999997721034,0.0
110.393,2.855533057657205,1.5061147482608863,1.6416000003358673,0.09230769229024927,0.0
110.4,2.8554481642212113,1.5073117416209263,1.6416000003358673,0.17142857139609596,0.0
110.41,2.8553632707852175,1.5085087349809663,1.6416000003358673,0.11999999997726718,0.0
110.419,2.8552783773492236,1.5097057283410062,1.6416000003358673,0.13333333330807465,0.0
110.43,2.855193483913378,1.5109027216990902,1.64160000032009,0.10909090889193544,-1.4343144727479995e-09
110.44,2.8551085904774633,1.512099715058339,1.6416000003137916,0.11999999989780008,-6.298250983249876e-10
110.448,2.85502369704155,1.513296708417669,1.6416000003080937,0.14999999988233978,-7.122480773572026e-10
110.461,2.854938803605641,1.5144937017770344,1.6416000003026685,0.09230769223799704,-4.1731815652718424e-10
110.47,2.854853910169734,1.5156906951364535,1.6416000002976663,0.13333333323859936,-5.558023177501229e-10
110.479,2.854769016733831,1.516887688495908,1.6416000002929438,0.13333333324248367,-5.24727927004371e-10
110.49,2.854684123297933,1.518084681855362,1.6416000002882145,0.10909090901650004,-4.299429341588072e-10
110.5,2.854599229862039,1.519281675214841,1.641600000283683,0.1199999999206227,-4.531557420972554e-10
110.51,2.8545143364261487,1.5204786685743452,1.6416000002793494,0.1199999999230954,-4.3337416988364907e-10
110.52,2.8544294429902615,1.5216756619338756,1.6416000002752225,0.11999999992568176,-4.126831688877619e-10
110.53,2.8543445495543773,1.5228726552934317,1.6416000002713003,0.11999999992823973,-3.922195901395753e-10
110.537,2.854259656118496,1.5240696486530165,1.6416000002676054,0.171428571330117,-5.278317465646459e-10
110.55,2.854174762682616,1.525266642012637,1.6416000002641948,0.09230769225741124,-2.62354240896037e-10
110.559,2.8540898692467382,1.526463635372285,1.6416000002610003,0.13333333326370522,-3.549555518338959e-10
110.57,2.854004975810862,1.5276606287319614,1.641600000258033,0.10909090903652442,-2.6974784464198464e-10
110.58,2.8539200823749873,1.5288576220916679,1.6416000002553046,0.11999999994316113,-2.7284841053187847e-10
110.59,2.8538351889391134,1.5300546154514043,1.6416000002528148,0.11999999994614541,-2.4897410522140007e-10
110.6,2.8537502955032403,1.531251608811169,1.6416000002505546,0.11999999994895916,-2.260094021655501e-10
110.61,2.8536654020673677,1.5324486021709653,1.6416000002485425,0.11999999995211397,-2.0122566807279085e-10
110.621,2.853580508631495,1.5336455955307915,1.641600000246769,0.10909090905008934,-1.6122859045316932e-10
110.631,2.8534956151956226,1.5348425888906483,1.6416000002452433,0.11999999995813937,-1.52567715405727e-10
110.64,2.8534107217597495,1.5360395822505366,1.6416000002439655,0.13333333329032687,-1.4198220145885307e-10
110.651,2.8533258283238756,1.5372365756104562,1.6416000002429378,0.10909090905856417,-9.342991973516523e-11
110.662,2.8532409348880003,1.5384335689704067,1.6416000002421625,0.10909090906138048,-7.048583623335926e-11
110.67,2.8531560414521238,1.5396305623303894,1.6416000002416395,0.14999999996341273,-6.536991000588577e-11
110.68,2.853071148016246,1.5408275556903959,1.641600000241312,0.11999999997311761,-3.274177803880285e-11
110.691,2.8529862545803653,1.5420245490504452,1.6416000002413234,0.1090909090703721,1.0335797874138177e-12
110.7,2.8529013611444825,1.543221542410524,1.6416000002415712,0.13333333331151684,2.7537482325288055e-11
110.71,2.8528164677085974,1.5444185357706264,1.6416000002420077,0.11999999998272416,4.365579078791093e-11
110.721,2.8527315742727093,1.5456155291307632,1.6416000002427216,0.109090909078356,6.490483655580643e-11
110.73,2.852646680836818,1.5468125224909297,1.6416000002436744,0.13333333332130654,1.0585513946873941e-10
110.74,2.8525617874009237,1.548009515851123,1.6416000002448408,0.1199999999918475,1.166427197885067e-10
110.752,2.852476893965026,1.5492065092113465,1.6416000002462527,0.09999999999576421,1.1766593197478267e-10
110.76,2.8523920005292607,1.5504035025695961,1.6416000002565665,0.1499999997463419,1.2892086486901433e-09
110.772,2.8523071070933987,1.5516004959290883,1.6416000002610116,0.09999999993475228,3.7042959845356993e-10
110.779,2.852222213657483,1.5527974892892362,1.6416000002682967,0.17142857141071283,1.0407217002866049e-09
110.787,2.8521373202216034,1.5539944826487428,1.6416000002768822,0.14999999990408244,1.0732037003871597e-09
110.8,2.852052426785706,1.5551914760084,1.641600000280095,0.09230769226031901,2.471376468855706e-10
110.811,2.8519675333498022,1.556388469368092,1.6416000002832851,0.10909090903812636,2.900048414795025e-10
110.821,2.851882639913892,1.5575854627278187,1.6416000002864548,0.11999999994543487,3.169589590790167e-10
110.831,2.8517977464779753,1.5587824560875803,1.6416000002896016,0.11999999994895916,3.146851702828801e-10
110.84,2.8517128530420526,1.5599794494473762,1.6416000002927211,0.13333333328047403,3.4661856718187783e-10
110.85,2.8516279596061236,1.5611764428072064,1.641600000295818,0.11999999995589405,3.096830084037272e-10
110.861,2.851543066170189,1.5623734361670707,1.6416000002988853,0.10909090905393917,2.7884276327332975e-10
